transcript,VHmode,Hmode,Nmode,Lmode
AT1G03060.2,53;660;1681;2048;2166;2187;3252;3287;3766;3857;4180;4187;4525;4620;4627;5942;6129;6222;6240;6453;6495;6608;7155;7179;7185;7470;7718;8161;8351;9207;9213;9525;9772;9892;9954;10098;10218;10337;10673;10692;11138;11207;11515;11823,55;324;912;959;1063;1181;1582;1632;1731;1745;1980;2016;2102;2289;2757;2793;3005;3025;3046;3418;3586;3906;3988;4280;4512;4597;4684;4817;4914;5766;5783;5789;5948;6257;6294;6310;6474;6822;6944;7135;7139;8090;8128;8309;8381;8415;8432;8860;9192;9228;9496;9505;9605;10509;10534;10573;10600;10675;10726;10895;10993;11002;11019;11065;11124;11551;11818,419;423;549;572;578;851;856;956;1029;1066;1143;1320;1468;1690;1748;1756;2094;2369;2667;2673;2751;2781;2836;2904;2950;3107;3360;3453;3459;3624;3678;3896;4282;4429;4462;4528;4533;4543;4580;5191;5380;5945;6135;6249;6260;6532;6760;6784;6949;7051;7068;7294;7306;7331;7357;7372;7377;7440;7746;7789;7979;8051;8861;9136;9171;9278;9509;9548;9600;9667;9944;9951;10140;10221;10503;10567;10653;10751;11084;11170;11409;11424;11439;11462;11511;11516;11523;11531;11751,41;542;636;676;1209;1291;1308;1556;1747;2043;2053;2125;2133;2534;2594;2778;3109;3258;3419;3433;3463;3822;3852;3984;4062;4232;4284;4328;4344;4350;4482;4646;4820;4944;5385;5464;5596;5773;5936;6085;6210;6227;6270;6448;6529;6700;7040;7122;7140;7149;7472;7734;8124;8171;8435;8534;8576;8706;8811;8815;9186;9358;9506;9727;9825;10230;10842;10947;11095;11169;11176;11199;11323;11339;11355;11536;11709
AT1G03060.3,66;673;1694;2061;2179;2200;3265;3300;3779;3870;4193;4200;4538;4633;4640;5955;6142;6235;6253;6466;6508;6621;7081;7105;7111;7396;7644;8087;8277;9133;9139;9451;9698;9818;9880;10024;10144;10263;10599;10618;11064;11133;11441;11749,68;337;925;972;1076;1194;1595;1645;1744;1758;1993;2029;2115;2302;2770;2806;3018;3038;3059;3431;3599;3919;4001;4293;4525;4610;4697;4830;4927;5779;5796;5802;5961;6270;6307;6323;6487;6748;6870;7061;7065;8016;8054;8235;8307;8341;8358;8786;9118;9154;9422;9431;9531;10435;10460;10499;10526;10601;10652;10821;10919;10928;10945;10991;11050;11477;11744,432;436;562;585;591;864;869;969;1042;1079;1156;1333;1481;1703;1761;1769;2107;2382;2680;2686;2764;2794;2849;2917;2963;3120;3373;3466;3472;3637;3691;3909;4295;4442;4475;4541;4546;4556;4593;5204;5393;5958;6148;6262;6273;6545;6686;6710;6875;6977;6994;7220;7232;7257;7283;7298;7303;7366;7672;7715;7905;7977;8787;9062;9097;9204;9435;9474;9526;9593;9870;9877;10066;10147;10429;10493;10579;10677;11010;11096;11335;11350;11365;11388;11437;11442;11449;11457;11677,54;555;649;689;1222;1304;1321;1569;1760;2056;2066;2138;2146;2547;2607;2791;3122;3271;3432;3446;3476;3835;3865;3997;4075;4245;4297;4341;4357;4363;4495;4659;4833;4957;5398;5477;5609;5786;5949;6098;6223;6240;6283;6461;6542;6626;6966;7048;7066;7075;7398;7660;8050;8097;8361;8460;8502;8632;8737;8741;9112;9284;9432;9653;9751;10156;10768;10873;11021;11095;11102;11125;11249;11265;11281;11462;11635
AT1G03060.1,11;1035;1402;1520;1541;2606;2641;3120;3211;3534;3541;3879;3974;3981;5296;5483;5576;5594;5807;5849;5962;6509;6533;6539;6824;7072;7515;7705;8561;8567;8879;9126;9246;9308;9452;9572;9691;10027;10046;10492;10561;10869;11177,266;313;417;535;936;986;1085;1099;1334;1370;1456;1643;2111;2147;2359;2379;2400;2772;2940;3260;3342;3634;3866;3951;4038;4171;4268;5120;5137;5143;5302;5611;5648;5664;5828;6176;6298;6489;6493;7444;7482;7663;7735;7769;7786;8214;8546;8582;8850;8859;8959;9863;9888;9927;9954;10029;10080;10249;10347;10356;10373;10419;10478;10905;11172,183;205;210;310;383;420;497;674;822;1044;1102;1110;1448;1723;2021;2027;2105;2135;2190;2258;2304;2461;2714;2807;2813;2978;3032;3250;3636;3783;3816;3882;3887;3897;3934;4545;4734;5299;5489;5603;5614;5886;6114;6138;6303;6405;6422;6648;6660;6685;6711;6726;6731;6794;7100;7143;7333;7405;8215;8490;8525;8632;8863;8902;8954;9021;9298;9305;9494;9575;9857;9921;10007;10105;10438;10524;10763;10778;10793;10816;10865;10870;10877;10885;11105,27;563;645;662;910;1101;1397;1407;1479;1487;1888;1948;2132;2463;2612;2773;2787;2817;3176;3206;3338;3416;3586;3638;3682;3698;3704;3836;4000;4174;4298;4739;4818;4950;5127;5290;5439;5564;5581;5624;5802;5883;6054;6394;6476;6494;6503;6826;7088;7478;7525;7789;7888;7930;8060;8165;8169;8540;8712;8860;9081;9179;9584;10196;10301;10449;10523;10530;10553;10677;10693;10709;10890;11063
AT1G03060.4,277;1301;1668;1786;1807;2872;2907;3386;3477;3800;3807;4145;4240;4247;5562;5749;5842;5860;6073;6115;6228;6688;6712;6718;7003;7251;7694;7884;8740;8746;9058;9305;9425;9487;9631;9751;9870;10206;10225;10671;10740;11048;11356,532;579;683;801;1202;1252;1351;1365;1600;1636;1722;1909;2377;2413;2625;2645;2666;3038;3206;3526;3608;3900;4132;4217;4304;4437;4534;5386;5403;5409;5568;5877;5914;5930;6094;6355;6477;6668;6672;7623;7661;7842;7914;7948;7965;8393;8725;8761;9029;9038;9138;10042;10067;10106;10133;10208;10259;10428;10526;10535;10552;10598;10657;11084;11351,36;40;166;189;195;449;471;476;576;649;686;763;940;1088;1310;1368;1376;1714;1989;2287;2293;2371;2401;2456;2524;2570;2727;2980;3073;3079;3244;3298;3516;3902;4049;4082;4148;4153;4163;4200;4811;5000;5565;5755;5869;5880;6152;6293;6317;6482;6584;6601;6827;6839;6864;6890;6905;6910;6973;7279;7322;7512;7584;8394;8669;8704;8811;9042;9081;9133;9200;9477;9484;9673;9754;10036;10100;10186;10284;10617;10703;10942;10957;10972;10995;11044;11049;11056;11064;11284,159;253;293;829;911;928;1176;1367;1663;1673;1745;1753;2154;2214;2398;2729;2878;3039;3053;3083;3442;3472;3604;3682;3852;3904;3948;3964;3970;4102;4266;4440;4564;5005;5084;5216;5393;5556;5705;5830;5847;5890;6068;6149;6233;6573;6655;6673;6682;7005;7267;7657;7704;7968;8067;8109;8239;8344;8348;8719;8891;9039;9260;9358;9763;10375;10480;10628;10702;10709;10732;10856;10872;10888;11069;11242
AT1G03070.1,259;603;657;873,26;250;583;761;792;1078;1121,181;246;543;549;660;876,23;29;238;606;808;915
AT1G03070.3,375;719;773;989,26;366;699;877;908;1194;1237,181;362;659;665;776;992,23;29;354;722;924;1031
AT1G03070.2,292;636;690;906,26;283;616;794;825;1111;1154,181;279;576;582;693;909,23;29;271;639;841;948
AT1G03080.2,72;92;1034;1060;1071;1450;1606;1639;1794;2263;3053;3729;4225;4849;5068;5479,69;78;594;678;682;705;811;1144;1150;1192;1318;1635;1911;2005;2071;2197;2217;2427;2485;3232;3334;3943;4320;4598;5266;5319;5453;5633;5690,220;379;444;504;757;1162;1188;1255;1280;1290;1532;1599;1739;1837;1969;2133;2152;2165;2285;2571;2642;3005;3095;3174;3179;3183;3528;3618;3650;3880;4014;4258;4437;4580;4656;4758;4799;4904;5126;5433,40;221;408;456;463;464;505;597;702;955;1054;1204;1282;1312;1325;1467;1540;1648;2058;2116;2402;2456;2611;2660;2727;3042;3096;3120;3471;3544;3874;3937;3956;4164;4287;4369;4431;4513;4551;4611;4793;4960;5312;5373;5380;5417;5491;5571;5670;5916
AT1G03080.1,144;164;1123;1149;1160;1539;1695;1728;1883;2352;3142;3818;4314;4938;5157;5568,141;150;683;767;771;794;900;1233;1239;1281;1407;1724;2000;2094;2160;2286;2306;2516;2574;3321;3423;4032;4409;4687;5355;5408;5542;5722;5779,292;451;533;593;846;1251;1277;1344;1369;1379;1621;1688;1828;1926;2058;2222;2241;2254;2374;2660;2731;3094;3184;3263;3268;3272;3617;3707;3739;3969;4103;4347;4526;4669;4745;4847;4888;4993;5215;5522,12;112;293;480;545;552;553;594;686;791;1044;1143;1293;1371;1401;1414;1556;1629;1737;2147;2205;2491;2545;2700;2749;2816;3131;3185;3209;3560;3633;3963;4026;4045;4253;4376;4458;4520;4602;4640;4700;4882;5049;5401;5462;5469;5506;5580;5660;5759
AT1G03080.3,997;1023;1034;1413;1569;1602;1757;2226;3016;3692;4188;4812;5031;5442,557;641;645;668;774;1107;1113;1155;1281;1598;1874;1968;2034;2160;2180;2390;2448;3195;3297;3906;4283;4561;5229;5282;5416;5596;5653,42;201;407;467;720;1125;1151;1218;1243;1253;1495;1562;1702;1800;1932;2096;2115;2128;2248;2534;2605;2968;3058;3137;3142;3146;3491;3581;3613;3843;3977;4221;4400;4543;4619;4721;4762;4867;5089;5396,43;230;419;426;427;468;560;665;918;1017;1167;1245;1275;1288;1430;1503;1611;2021;2079;2365;2419;2574;2623;2690;3005;3059;3083;3434;3507;3837;3900;3919;4127;4250;4332;4394;4476;4514;4574;4756;4923;5275;5336;5343;5380;5454;5534;5633
AT1G03090.2,277;302;485;1067;1073;1587;1845;1920;2261;2349;2531,194;312;341;491;503;509;522;653;687;901;1047;1097;1292;1337;1405;1476;1523;1667;1676;1703;1958;1988;2056;2186;2331,306;422;435;446;488;615;830;858;1069;1091;1216;1580;1853;1857;2177;2275;2304;2327;2412;2663,122;185;196;202;252;338;497;572;592;656;895;1267;1293;1394;1413;1694;1825;1902;1985;2083;2313;2367;2528;2637
AT1G03090.1,143;168;351;1393;1651;1726;2067;2155;2337,60;178;207;357;369;375;388;519;553;767;879;903;1098;1143;1211;1282;1329;1473;1482;1509;1764;1794;1862;1992;2137,172;288;301;312;354;481;696;724;897;1022;1386;1659;1663;1983;2081;2110;2133;2218;2469,51;62;68;118;204;363;438;458;522;761;876;1073;1099;1200;1219;1500;1631;1708;1791;1889;2119;2173;2334;2443
AT1G03100.1,212;869;994;1163;1361;1526;1646;1751;1856;1872;1925;2077;2253;2270;2528,890;1024;1250;1332;1388;1475;1602;1616;1826;1919;1979;2042;2051;2370;2440,18;26;517;608;629;658;692;725;731;971;1066;1104;1181;1355;1426;1428;1469;1618;1930;1966;2035,19;413;544;574;710;1006;1015;1111;1379;1442;1445;1612;1917;2112;2228;2391;2417;2446
AT1G03103.1,NA,97;148,75;273;366;426,90;279;484
AT1G03106.1,837,302;717;850,,106;229;284;756;838
AT1G03110.1,338;688;865;1288;1306,40;43;291;359;556;635;641;818;952;958;1225;1303,117;224;399;510;636;870;1108;1114;1209;1239;1282;1429,316;355;439;482;521;593;717;874;1158;1216;1285;1294
AT1G03120.1,184;268;478;520;538;601;607,85;111;135;197;277;397;403;406;433;486;497;526;612,125;152;192;475,79;120;179;229;232;241;356;377;394;399;551
AT1G03120.2,151;235;497;539;557;620;626,52;78;102;164;244;364;370;373;400;505;516;545;631,92;119;159;494,46;87;146;196;199;208;323;344;361;366;570
AT1G03130.1,NA,360;458;497;949,125;478;518;527;658,137;362;449
AT1G03140.1,61;399;582,58;229;471;804;1450,127;174;234;281;537;810;883;1004;1031;1041;1317;1488,92;163;216;222;341;343;570;641;661;817;914;1025;1241;1300;1334;1483
AT1G03150.1,441,237;252;297;493,110;165;197,293;300;420
AT1G03160.3,336;411;440;569;722;774;978;1046;1369;1643;1671;1969;2369;2817,85;138;181;247;443;471;677;768;1049;1817;1877;1973;2144;2204;2236;2376;2472;2529;2874,313;324;416;524;560;623;669;741;937;960;1284;1349;1480;1543;1775;1795;1892;1953;2087;2304;2379;2446;2502;2541,28;139;188;668;893;938;1350;1776;1808;1850;2096;2305;2498;2535;2640
AT1G03160.1,336;411;440;569;722;774;978;1046;1369;1643;1671;1969;2404;2852,85;138;181;247;443;471;677;768;1049;1817;1877;1973;2179;2239;2271;2411;2507;2564;2909,313;324;416;524;560;623;669;741;937;960;1284;1349;1480;1543;1775;1795;1892;1953;2087;2339;2414;2481;2537;2576,28;139;188;668;893;938;1350;1776;1808;1850;2096;2340;2533;2570;2675
AT1G03160.2,315;390;419;548;701;753;957;1025;1348;1622;1650;1948;2448;2896,64;117;160;226;422;450;656;747;1028;1796;1856;1952;2175;2223;2283;2315;2455;2551;2608,292;303;395;503;539;602;648;720;916;939;1263;1328;1459;1522;1754;1774;1871;1932;2066;2163;2383;2458;2525;2581;2620,7;118;167;647;872;917;1329;1755;1787;1829;2075;2168;2384;2577;2614;2719
AT1G03160.4,315;390;419;548;701;753;957;1025;1348;1535;1563;1861;2296;2744,64;117;160;226;422;450;656;747;1028;1709;1769;1865;2071;2131;2163;2303;2399;2456;2801,292;303;395;503;539;602;648;720;916;939;1263;1328;1435;1667;1687;1784;1845;1979;2231;2306;2373;2429;2468,7;118;167;647;872;917;1329;1668;1700;1742;1988;2232;2425;2462;2567
AT1G03165.1,NA,121;147,72,142
AT1G03170.1,182;609;761;1651;2008,539;892;1928;2126,459;460;894;1113;1486;1707;1753;2014;2083;2302,156;1214;1609;1631;1663;1998;2032;2074;2129;2132;2164;2256
AT1G03180.3,196,263;266;736;1061;1141;1173,683;808;965;1135,91;269;272;671;894;1008;1064;1093
AT1G03180.1,196,263;266;650;730;762,397;554;724,91;269;272;483;597;653;682
AT1G03180.2,193,260;263;733;1051;1131;1163,680;798;955;1125,88;266;269;668;884;998;1054;1083
AT1G03180.4,177,244;247;638;718;750,385;542;712,72;250;253;471;585;641;670
AT1G03180.5,92,38;159;162;546;626;658,293;450;620,165;168;379;493;549;578
AT1G03180.6,143,210;213;581;661;693,485;655,38;216;219;414;528;584;613
AT1G03190.1,568;682;1114;1897;1936;2133;2329;2383,246;442;557;726;790;913;939;961;999;1050;1090;1167;1231;1465;1514;1778;1876;2084;2112;2152;2311;2538,8;434;535;628;844;970;1028;1110;1164;1172;1272;1363;1369;1370;1371;1626;1892;1907;1918;1937;2275;2335;2407,238;274;396;508;631;721;839;1094;1096;1242;2041;2402
AT1G03190.2,631;745;1177;1960;1999;2196;2392;2446,309;505;620;789;853;976;1002;1024;1062;1113;1153;1230;1294;1528;1577;1841;1939;2147;2175;2215;2374;2601,497;598;691;907;1033;1091;1173;1227;1235;1335;1426;1432;1433;1434;1689;1955;1970;1981;2000;2338;2398;2470,301;337;459;571;694;784;902;1157;1159;1305;2104;2465
AT1G03200.1,NA,NA,263;339;374,257
AT1G03210.1,49;846,806;866,160;165;511;716;761;799;828;836;912;930,20;118;230;268;367;574;762;817
AT1G03210.2,49;930,890;950,160;165;511;800;845;883;912;920;996;1014,20;118;230;268;367;603;633;658;846;901
AT1G03220.1,755;841;953;1255;1568,536;611;638;659;938;1082;1090;1160;1252;1262;1295;1402;1454;1788,316;592;596;656;662;701;796;1249;1297;1322;1347;1348;1531;1715;1786,521;530;605;608;633;816;830;852;956;960;1087;1276;1279;1331;1332;1569
AT1G03230.1,673;683;935;1037;1237;1550,593;620;823;920;978;1064;1072;1234;1244;1277;1436;1469;1685,295;518;578;641;811;812;1012;1047;1231;1279;1304;1384;1456;1513,73;503;574;590;615;638;679;773;798;834;848;938;942;1013;1048;1069;1258;1261;1313;1314;1330;1551;1686
AT1G03240.1,NA,NA,252;328;363,246;281;285
AT1G03250.3,841,98;149;164;184;258;333;365;403;414;711;773,19;123;159;357;420;470;716;889;913,165;169;190;242;275;351;510;525;803
AT1G03250.1,19;1043,194;249;252;269;351;366;386;460;535;567;605;616;913;975,325;361;559;622;672;918;1091;1115,31;216;367;371;392;444;477;553;712;727;1005
AT1G03250.4,1113,167;222;225;242;324;339;359;433;508;540;578;589;894;983;1045,298;334;532;595;645;988;1161;1185,189;340;344;365;417;450;526;685;700;1075
AT1G03250.2,1034,167;222;225;242;324;339;359;433;508;596;607;904;966,298;334;532;558;613;663;909;1082;1106,189;340;344;365;417;450;526;703;718;996
AT1G03260.1,222;277;282;981,189;209;256;269;288;357;366;394;556;586;679;688;1022;1066;1093;1411,22;57;283;294;295;301;397;632;667;685;788;892;1082,26;206;270;337;368;503;562;1087;1153
AT1G03270.1,75;614;762;896;1044,99;144;315;396;523;635;678;724;729;942;1033;1105;1299;1312;1410;1413;1416;1458,145;151;344;438;512;670;671;753;814;848;936;1047;1471;1481,70;72;245;269;318;525;639;742;842;930;1291;1419;1512;1514
AT1G03280.1,289;295;391;396;399;424;529;888;1000;1009;1076;1276;1282;1492,282;378;553;569;574;581;885;1024;1251;1258;1389;1407;1549;1597;1655,233;234;240;675;719;882;1114;1402;1445;1583;1808;1879,235;356;385;387;520;544;547;687;750;874;1010;1018;1071;1172;1225;1226;1285;1603;1606;1922
AT1G03280.2,635;641;737;742;745;770;875;1234;1346;1355;1422;1622;1628;1838,335;628;724;899;915;920;927;1231;1370;1597;1604;1735;1753;1895;1943;2001,579;580;586;1021;1065;1228;1460;1748;1791;1929;2154;2225,581;702;731;733;866;890;893;1033;1096;1220;1356;1364;1417;1518;1571;1572;1631;1949;1952;2268
AT1G03280.3,271;277;373;378;381;406;511;870;982;991;1058;1258;1264;1474,264;360;535;551;556;563;867;1006;1233;1240;1371;1389;1531;1579;1637,215;216;222;657;701;864;1096;1384;1427;1565;1790;1861,217;338;367;369;502;526;529;669;732;856;992;1000;1053;1154;1207;1208;1267;1585;1588;1904
AT1G03290.2,361;571;1642;1903;2635;2840;3386;3961,18;268;760;901;1034;1282;1320;1482;1576;1635;2714;3022;3025;3193;3389;3521;3597;3762;3771;4203;4504,23;539;556;563;1011;1035;1058;1258;1351;1366;1399;1513;1967;2198;2341;2484;2852;3244;3270;3480;3499;3507;3823;3972;4437,388;488;498;500;762;844;1213;1279;1332;1342;1507;1510;1515;1587;1613;1680;1906;1976;1984;2371;2743;2810;2836;3129;3144;3532;3766;4001;4072;4208;4245
AT1G03290.3,665;875;1946;2207,253;465;477;1064;1205;1338;1586;1624;1786;1880;1939,8;843;860;867;1315;1339;1362;1562;1655;1670;1703;1817;2271,692;792;802;804;1066;1148;1517;1583;1636;1646;1811;1814;1819;1891;1917;1984;2210;2280;2288
AT1G03290.4,262;472;1543;1804;2536;2741;3287;3862,169;661;802;935;1183;1221;1383;1477;1536;2615;2923;2926;3094;3290;3422;3498;3663;3672;4104;4405,440;457;464;912;936;959;1159;1252;1267;1300;1414;1868;2099;2242;2385;2753;3145;3171;3381;3400;3408;3724;3873;4338,289;389;399;401;663;745;1114;1180;1233;1243;1408;1411;1416;1488;1514;1581;1807;1877;1885;2272;2644;2711;2737;3030;3045;3433;3667;3902;3973;4109;4146
AT1G03290.5,326;536;1517;1778,233;725;776;909;1157;1195;1357;1451;1510,504;521;528;886;910;933;1133;1226;1241;1274;1388;1842,353;453;463;465;727;1088;1154;1207;1217;1382;1385;1390;1462;1488;1555;1781;1851;1859
AT1G03290.6,326;536;1451;1712,233;725;843;1091;1129;1291;1385;1444,504;521;528;820;844;867;1067;1160;1175;1208;1322;1776,353;453;463;465;727;1022;1088;1141;1151;1316;1319;1324;1396;1422;1489;1715;1785;1793
AT1G03290.1,205;415;1486;1747;2479;2684;3230;3805,604;745;878;1126;1164;1326;1420;1479;2558;2866;2869;3037;3233;3365;3441;3606;3615;4047;4348,383;400;407;855;879;902;1102;1195;1210;1243;1357;1811;2042;2185;2328;2696;3088;3114;3324;3343;3351;3667;3816;4281,232;332;342;344;606;688;1057;1123;1176;1186;1351;1354;1359;1431;1457;1524;1750;1820;1828;2215;2587;2654;2680;2973;2988;3376;3610;3845;3916;4052;4089
AT1G03300.1,605;1203;1766;1910,291;433;461;515;643;718;776;929;953;1103;1209;1412;1547;1676;1681;1690;1907;1978,231;251;398;426;817;847;934;1135;1274;1380;1889,74;187;287;404;455;512;721;856;996;1181;1571;1757;1880
AT1G03310.1,457;768;1829;1978;2215,148;269;475;481;627;869;936;1080;1375;1381;1919;1971;2033;2168;2247;2342;2446;2560;2608,48;168;220;223;303;520;526;762;923;1121;1130;1138;1449;1514;1642;1757;1900;2050;2335;2395;2705;2779,203;298;341;532;837;918;937;1396;1524;1894;2097;2101;2187;2581
AT1G03310.2,480;791;1852;2001;2238,148;292;498;504;650;892;959;1103;1398;1404;1942;1994;2056;2191;2270;2365;2469;2583;2631,48;192;243;246;326;543;549;785;946;1144;1153;1161;1472;1537;1665;1780;1923;2073;2358;2418;2728;2802,226;321;364;555;860;941;960;1419;1547;1917;2120;2124;2210;2604
AT1G03320.1,20;290;457,237;408;574;595;621,17;387,26;402;462;468;486;577;598;601
AT1G03325.1,NA,NA,21,
AT1G03330.1,239,49;535;545;646,255;303;596;604;754,313;321;394;407;413;460
AT1G03340.1,12;183;624;1077,178;627;742;785;895;991;1040,105;263;362;382;592;597;677;982;1002,149;179;744;1123;1309
AT1G03350.1,424;877,314;395;450;465;493;862;926;953;1078;1246;1285;1324;1360;1409;1504;1532,267;302;442;473;520;673;730;956;1501;1646,317;397;416;426;480;490;532;1180;1415;1430;1447;1477
AT1G03360.1,209;539;1062,302;359;396;433;667;683;772;825;925,105;206;231;319;473;775;958;1295;1298,28;99;176;198;397;634;671;881;990
AT1G03365.1,635;869;1109;1241;1255;1258;1451;1612;1774;1795;1858;2118;2328,419;621;692;822;1169;1247;1277;1391;1444;1817;1834;1911;1983;2221;2453;2456;2470,71;178;578;700;1082;1200;1228;1235;1378;1388;1648;1769;1989;2057;2133;2144;2269;2307;2828,430;685;706;713;785;789;919;1084;1091;1351;1471;1477;1669;1760;1765;1827;1881;2023;2151;2167;2263;2333;2496;2684;2783
AT1G03365.2,1030;1264;1504;1636;1650;1653;1846;2007;2169;2190;2253;2513;2723,411;814;1016;1087;1217;1564;1642;1672;1786;1839;2212;2229;2306;2378;2616;2848;2851;2865,25;132;359;384;973;1095;1477;1595;1623;1630;1773;1783;2043;2164;2384;2452;2528;2539;2664;2702;3223,182;825;1080;1101;1108;1180;1184;1314;1479;1486;1746;1866;1872;2064;2155;2160;2222;2276;2418;2546;2562;2658;2728;2891;3079;3178
AT1G03370.1,447;506;659;1119;1318;1353;1384;1859;1987;2267;2446;2782;2826;3060;3122;3521,395;415;1018;1275;1394;1414;1511;1659;1697;1709;1971;1999;2077;2081;2193;2253;2748;2760;2786;2844;3048;3215;3350;3705,462;515;528;583;712;1268;1276;1374;1410;1532;1611;1758;1873;2009;2064;2310;2349;2567;2602;2741;2746;2876;2909;3067;3143;3358;3550,286;342;439;522;564;846;948;1128;1136;1183;1295;1386;1465;1512;1747;1967;2240;2248;2552;2904;3096;3229;3381;3451;3454;3523;3806
AT1G03370.2,447;506;659;1119;1318;1353;1384;1859;1987;2267;2446;2782;2826;3357;3419;3818,395;415;1018;1275;1394;1414;1511;1659;1697;1709;1971;1999;2077;2081;2193;2253;2748;2760;2786;3141;3345;3512;3647;4002,462;515;528;583;712;1268;1276;1374;1410;1532;1611;1758;1873;2009;2064;2310;2349;2567;2602;2741;2746;3132;3173;3206;3364;3440;3655;3847,286;342;439;522;564;846;948;1128;1136;1183;1295;1386;1465;1512;1747;1967;2240;2248;2552;3019;3201;3393;3526;3678;3748;3751;3820;4103
AT1G03380.1,16;285;573;1202;3088;3500;3900;3910;3957,261;276;304;421;798;817;885;886;1103;1143;1160;1267;1336;1979;2040;2137;2297;2528;3113;3429;3978;3984,236;277;474;567;583;643;1015;1110;1129;1204;1278;1449;1494;1515;1723;1810;1831;1844;2046;2097;2111;2147;2304;2616;2789;3442;3722;3904;3999,560;568;741;747;858;1197;1304;1458;1470;1591;1739;2041;2103;2248;2508;2695;2730;2790;3123;3229;3302;3408;4104
AT1G03390.1,578;1231,155;328;845;975;1126;1226;1246;1296,350;554;570;581;863;910;992;1005;1064;1172,226;304;347;513;572;619;839;848;870;1069;1079;1153;1173;1193;1308;1360
AT1G03395.1,NA,NA,NA,87
AT1G03400.1,160;284;814;866;931;1004,9;140;573;647;711;753;926;977;1024,51;92;191;212;288;351;391;393;497;625;678;684;924;1274,135;303;367;406;498;500;586;968;1356
AT1G03400.2,146;270;800;852;1001;1074,126;559;633;697;739;996;1047;1094,37;78;177;198;274;337;377;379;483;611;664;670;994;1344,121;289;353;392;484;486;572;1038
AT1G03410.2,67;217;222;621;751;868,57;198;340;434;510;584;615;690;774;863;1169,74;77;214;243;248;345;470;495;648;738;744;801;861;1104;1262;1379,8;245;288;290;325;346;347;961
